"ID","Site","TypeSite","meanBC","Y_muni","X_muni"
"AgriCh_0001","a Daupharde","Open air",4650,46.75,5.5
"AgriCh_0002","a Daupharde","Open air",1494,46.75,5.5
"AgriCh_0003","a Daupharde","Open air",800,46.75,5.5
"AgriCh_0004","abri Bergilbalm","Rock shelter",8355,46.966667,8.75
"AgriCh_0005","abri Bergilbalm","Rock shelter",8265,46.966667,8.75
"AgriCh_0006","abri Bergilbalm","Rock shelter",8094,46.966667,8.75
"AgriCh_0007","abri Bergilbalm","Rock shelter",8083,46.966667,8.75
"AgriCh_0008","abri Bergilbalm","Rock shelter",7913,46.966667,8.75
"AgriCh_0009","abri de Coufin I et II","Rock shelter",2258,45.0678,5.3917
"AgriCh_0010","abri de Coufin I et II","Rock shelter",4095,45.0678,5.3917
"AgriCh_0011","abri de Coufin I et II","Rock shelter",2487,45.0678,5.3917
"AgriCh_0012","abri de Font-Juvenal","Rock shelter",4300,43.27,2.40167
"AgriCh_0013","abri de Font-Juvenal","Rock shelter",4388,43.27,2.40167
"AgriCh_0014","abri de Font-Juvenal","Rock shelter",3099,43.27,2.40167
"AgriCh_0015","abri de Font-Juvenal","Rock shelter",2766,43.27,2.40167
"AgriCh_0016","abri de Font-Juvenal","Rock shelter",2756,43.27,2.40167
"AgriCh_0017","abri de Font-Juvenal","Rock shelter",2728,43.27,2.40167
"AgriCh_0018","abri de Font-Juvenal","Rock shelter",2671,43.27,2.40167
"AgriCh_0019","abri de Font-Juvenal","Rock shelter",2375,43.27,2.40167
"AgriCh_0020","abri de Font-Juvenal","Rock shelter",2359,43.27,2.40167
"AgriCh_0021","abri de Font-Juvenal","Rock shelter",5272,43.27,2.40167
"AgriCh_0022","abri de Font-Juvenal","Rock shelter",5227,43.27,2.40167
"AgriCh_0023","abri de Font-Juvenal","Rock shelter",5164,43.27,2.40167
"AgriCh_0024","abri de Font-Juvenal","Rock shelter",5125,43.27,2.40167
"AgriCh_0025","abri de Font-Juvenal","Rock shelter",5107,43.27,2.40167
"AgriCh_0026","abri de Font-Juvenal","Rock shelter",5014,43.27,2.40167
"AgriCh_0027","abri de Font-Juvenal","Rock shelter",4947,43.27,2.40167
"AgriCh_0028","abri de Font-Juvenal","Rock shelter",4910,43.27,2.40167
"AgriCh_0029","abri de Font-Juvenal","Rock shelter",4640,43.27,2.40167
"AgriCh_0030","abri de Font-Juvenal","Rock shelter",4621,43.27,2.40167
"AgriCh_0031","abri de Font-Juvenal","Rock shelter",4392,43.27,2.40167
"AgriCh_0032","abri de Font-Juvenal","Rock shelter",4234,43.27,2.40167
"AgriCh_0033","abri de Font-Juvenal","Rock shelter",4642,43.27,2.40167
"AgriCh_0034","abri de Font-Juvenal","Rock shelter",4511,43.27,2.40167
"AgriCh_0035","abri de Font-Juvenal","Rock shelter",3865,43.27,2.40167
"AgriCh_0036","abri de Font-Juvenal","Rock shelter",3567,43.27,2.40167
"AgriCh_0037","abri de Font-Juvenal","Rock shelter",3517,43.27,2.40167
"AgriCh_0038","abri de Font-Juvenal","Rock shelter",3418,43.27,2.40167
"AgriCh_0039","abri de Font-Juvenal","Rock shelter",1064,43.27,2.40167
"AgriCh_0040","abri de Font-Juvenal","Rock shelter",5178,43.27,2.40167
"AgriCh_0041","abri de Font-Juvenal","Rock shelter",4528,43.27,2.40167
"AgriCh_0042","abri de Font-Juvenal","Rock shelter",3930,43.27,2.40167
"AgriCh_0043","abri de Font-Juvenal","Rock shelter",3279,43.27,2.40167
"AgriCh_0044","abri de Font-Juvenal","Rock shelter",3183,43.27,2.40167
"AgriCh_0045","abri de Font-Juvenal","Rock shelter",2716,43.27,2.40167
"AgriCh_0046","abri de Font-Juvenal","Rock shelter",4713,43.27,2.40167
"AgriCh_0047","abri de Font-Juvenal","Rock shelter",4176,43.27,2.40167
"AgriCh_0048","abri de Font-Juvenal","Rock shelter",3643,43.27,2.40167
"AgriCh_0049","abri de Font-Juvenal","Rock shelter",3225,43.27,2.40167
"AgriCh_0050","abri de Font-Juvenal","Rock shelter",5370,43.27,2.40167
"AgriCh_0051","abri de Font-Juvenal","Rock shelter",5005,43.27,2.40167
"AgriCh_0052","abri de Font-Juvenal","Rock shelter",4701,43.27,2.40167
"AgriCh_0053","abri de Font-Juvenal","Rock shelter",4273,43.27,2.40167
"AgriCh_0054","abri de Font-Juvenal","Rock shelter",3547,43.27,2.40167
"AgriCh_0055","abri de Font-Juvenal","Rock shelter",1991,43.27,2.40167
"AgriCh_0056","abri de Font-Juvenal","Rock shelter",1950,43.27,2.40167
"AgriCh_0057","abri de Gigot","Rock shelter",3871,47.2167,6.63333
"AgriCh_0058","abri de Gigot","Rock shelter",2667,47.2167,6.63333
"AgriCh_0059","abri de Gigot","Rock shelter",5569,47.2167,6.63333
"AgriCh_0060","abri de la Grande Rivoire","Rock shelter",4544,45.2,5.66667
"AgriCh_0061","abri de la Grande Rivoire","Rock shelter",4514,45.2,5.66667
"AgriCh_0062","abri de la Grande Rivoire","Rock shelter",4446,45.2,5.66667
"AgriCh_0063","abri de la Grande Rivoire","Rock shelter",4414,45.2,5.66667
"AgriCh_0064","abri de la Grande Rivoire","Rock shelter",4077,45.2,5.66667
"AgriCh_0065","abri de la Grande Rivoire","Rock shelter",3456,45.2,5.66667
"AgriCh_0066","abri de la Grande Rivoire","Rock shelter",2763,45.2,5.66667
"AgriCh_0067","abri de la Grande Rivoire","Rock shelter",5084,45.2,5.66667
"AgriCh_0068","abri de la Grande Rivoire","Rock shelter",4954,45.2,5.66667
"AgriCh_0069","abri de la Grande Rivoire","Rock shelter",4797,45.2,5.66667
"AgriCh_0070","abri de la Grande Rivoire","Rock shelter",4639,45.2,5.66667
"AgriCh_0071","abri de la Grande Rivoire","Rock shelter",4639,45.2,5.66667
"AgriCh_0072","abri de la Grande Rivoire","Rock shelter",4537,45.2,5.66667
"AgriCh_0073","abri de la Grande Rivoire","Rock shelter",4470,45.2,5.66667
"AgriCh_0074","abri de la Grande Rivoire","Rock shelter",4404,45.2,5.66667
"AgriCh_0075","abri de la Grande Rivoire","Rock shelter",4041,45.2,5.66667
"AgriCh_0076","abri de la Grande Rivoire","Rock shelter",2787,45.2,5.66667
"AgriCh_0077","abri de la Grande Rivoire","Rock shelter",5395,45.2,5.66667
"AgriCh_0078","abri de la Grande Rivoire","Rock shelter",5227,45.2,5.66667
"AgriCh_0079","abri de la Grande Rivoire","Rock shelter",5196,45.2,5.66667
"AgriCh_0080","abri de la Grande Rivoire","Rock shelter",5135,45.2,5.66667
"AgriCh_0081","abri de la Grande Rivoire","Rock shelter",5128,45.2,5.66667
"AgriCh_0082","abri de la Grande Rivoire","Rock shelter",5126,45.2,5.66667
"AgriCh_0083","abri de la Grande Rivoire","Rock shelter",5105,45.2,5.66667
"AgriCh_0084","abri de la Grande Rivoire","Rock shelter",5015,45.2,5.66667
"AgriCh_0085","abri de la Grande Rivoire","Rock shelter",4898,45.2,5.66667
"AgriCh_0086","abri de la Grande Rivoire","Rock shelter",4883,45.2,5.66667
"AgriCh_0087","abri de la Grande Rivoire","Rock shelter",4297,45.2,5.66667
"AgriCh_0088","abri de la Grande Rivoire","Rock shelter",3918,45.2,5.66667
"AgriCh_0089","abri de la Grande Rivoire","Rock shelter",3824,45.2,5.66667
"AgriCh_0090","abri de la Grande Rivoire","Rock shelter",3824,45.2,5.66667
"AgriCh_0091","abri de la Grande Rivoire","Rock shelter",3486,45.2,5.66667
"AgriCh_0092","abri de la Grande Rivoire","Rock shelter",3023,45.2,5.66667
"AgriCh_0093","abri de la Grande Rivoire","Rock shelter",4691,45.2,5.66667
"AgriCh_0094","abri de la Grande Rivoire","Rock shelter",4276,45.2,5.66667
"AgriCh_0095","abri de la Grande Rivoire","Rock shelter",4163,45.2,5.66667
"AgriCh_0096","abri de la Grande Rivoire","Rock shelter",3863,45.2,5.66667
"AgriCh_0097","abri de la Grande Rivoire","Rock shelter",3425,45.2,5.66667
"AgriCh_0098","abri de la Grande Rivoire","Rock shelter",3424,45.2,5.66667
"AgriCh_0099","abri de la Grande Rivoire","Rock shelter",3191,45.2,5.66667
"AgriCh_0100","abri de la Grande Rivoire","Rock shelter",2947,45.2,5.66667
"AgriCh_0101","abri de la Grande Rivoire","Rock shelter",2884,45.2,5.66667
"AgriCh_0102","abri de la Grande Rivoire","Rock shelter",2931,45.2,5.66667
"AgriCh_0103","abri de la Grande Rivoire","Rock shelter",4137,45.2,5.66667
"AgriCh_0104","abri de la Grande Rivoire","Rock shelter",4092,45.2,5.66667
"AgriCh_0105","abri de la Grande Rivoire","Rock shelter",3884,45.2,5.66667
"AgriCh_0106","abri de la Grande Rivoire","Rock shelter",3870,45.2,5.66667
"AgriCh_0107","abri de la Grande Rivoire","Rock shelter",3473,45.2,5.66667
"AgriCh_0108","abri de la Grande Rivoire","Rock shelter",3252,45.2,5.66667
"AgriCh_0109","abri de la Grande Rivoire","Rock shelter",4955,45.2,5.66667
"AgriCh_0110","abri de la Grande Rivoire","Rock shelter",4748,45.2,5.66667
"AgriCh_0111","abri de la Grande Rivoire","Rock shelter",4748,45.2,5.66667
"AgriCh_0112","abri de la Grande Rivoire","Rock shelter",4835,45.2,5.66667
"AgriCh_0113","abri de la Grande Rivoire","Rock shelter",4838,45.2,5.66667
"AgriCh_0114","abri de la Grande Rivoire","Rock shelter",4655,45.2,5.66667
"AgriCh_0115","abri de la Grande Rivoire","Rock shelter",5263,45.2,5.66667
"AgriCh_0116","abri de la Grande Rivoire","Rock shelter",3448,45.2,5.66667
"AgriCh_0117","abri de la Roche-aux-Pecheurs","Rock shelter",2230,47.0667,6.66667
"AgriCh_0118","abri de la Roche-aux-Pecheurs","Rock shelter",3475,47.0667,6.66667
"AgriCh_0119","abri de la Roche-aux-Pecheurs","Rock shelter",3443,47.0667,6.66667
"AgriCh_0120","abri de la Roche-aux-Pecheurs","Rock shelter",3476,47.0667,6.66667
"AgriCh_0121","abri de la Roche-aux-Pecheurs","Rock shelter",2820,47.0667,6.66667
"AgriCh_0122","abri de la Roche-aux-Pecheurs","Rock shelter",2780,47.0667,6.66667
"AgriCh_0123","abri de la Roche-aux-Pecheurs","Rock shelter",4730,47.0667,6.66667
"AgriCh_0124","abri de la Roche-aux-Pecheurs","Rock shelter",4624,47.0667,6.66667
"AgriCh_0125","abri de la Roche-aux-Pecheurs","Rock shelter",3970,47.0667,6.66667
"AgriCh_0126","abri de la Roche-aux-Pecheurs","Rock shelter",5537,47.0667,6.66667
"AgriCh_0127","abri de la Roche-aux-Pecheurs","Rock shelter",1391,47.0667,6.66667
"AgriCh_0128","abri de la Roche-aux-Pecheurs","Rock shelter",3890,47.0667,6.66667
"AgriCh_0129","abri de la Souche","Rock shelter",1712,46.75,7.116667
"AgriCh_0130","abri de la Touviere","Rock shelter",5117,45.7294,5.6511
"AgriCh_0131","abri de la Vesignie","Rock shelter",4667,44.3283,4.6178
"AgriCh_0132","abri de la Vesignie","Rock shelter",5290,44.3283,4.6178
"AgriCh_0133","abri de la Vesignie","Rock shelter",6752,44.3283,4.6178
"AgriCh_0134","abri de la Vieille Eglise","Rock shelter",4555,45.90056,6.27611
"AgriCh_0135","abri de la Vieille Eglise","Rock shelter",4206,45.90056,6.27611
"AgriCh_0136","abri de la Vieille Eglise","Rock shelter",4206,45.90056,6.27611
"AgriCh_0137","abri de la Vieille Eglise","Rock shelter",5420,45.90056,6.27611
"AgriCh_0138","abri de la Vieille Eglise","Rock shelter",4848,45.90056,6.27611
"AgriCh_0139","abri de la Vieille Eglise","Rock shelter",4205,45.90056,6.27611
"AgriCh_0140","abri de la Vieille Eglise","Rock shelter",4001,45.90056,6.27611
"AgriCh_0141","abri de la Vieille Eglise","Rock shelter",3938,45.90056,6.27611
"AgriCh_0142","abri de la Vieille Eglise","Rock shelter",3259,45.90056,6.27611
"AgriCh_0143","abri de la Vieille Eglise","Rock shelter",4167,45.90056,6.27611
"AgriCh_0144","abri de la Vieille Eglise","Rock shelter",4774,45.90056,6.27611
"AgriCh_0145","abri de Pendimoun","Rock shelter",4240,43.8,7.5
"AgriCh_0146","abri de Pendimoun","Rock shelter",5691,43.8,7.5
"AgriCh_0147","abri de Pendimoun","Rock shelter",5657,43.8,7.5
"AgriCh_0148","abri de Pendimoun","Rock shelter",5641,43.8,7.5
"AgriCh_0149","abri de Pendimoun","Rock shelter",5602,43.8,7.5
"AgriCh_0150","abri de Pendimoun","Rock shelter",5549,43.8,7.5
"AgriCh_0151","abri de Pendimoun","Rock shelter",5584,43.8,7.5
"AgriCh_0152","abri de Pendimoun","Rock shelter",5572,43.8,7.5
"AgriCh_0153","abri de Pendimoun","Rock shelter",5572,43.8,7.5
"AgriCh_0154","abri de Pendimoun","Rock shelter",5559,43.8,7.5
"AgriCh_0155","abri de Pendimoun","Rock shelter",5548,43.8,7.5
"AgriCh_0156","abri de Pendimoun","Rock shelter",5546,43.8,7.5
"AgriCh_0157","abri de Pendimoun","Rock shelter",5546,43.8,7.5
"AgriCh_0158","abri de Pendimoun","Rock shelter",5511,43.8,7.5
"AgriCh_0159","abri de Pendimoun","Rock shelter",5502,43.8,7.5
"AgriCh_0160","abri de Pendimoun","Rock shelter",5444,43.8,7.5
"AgriCh_0161","abri de Pendimoun","Rock shelter",5456,43.8,7.5
"AgriCh_0162","abri de Pendimoun","Rock shelter",5456,43.8,7.5
"AgriCh_0163","abri de Pendimoun","Rock shelter",5445,43.8,7.5
"AgriCh_0164","abri de Pendimoun","Rock shelter",5445,43.8,7.5
"AgriCh_0165","abri de Pendimoun","Rock shelter",5446,43.8,7.5
"AgriCh_0166","abri de Pendimoun","Rock shelter",5420,43.8,7.5
"AgriCh_0167","abri de Pendimoun","Rock shelter",5413,43.8,7.5
"AgriCh_0168","abri de Pendimoun","Rock shelter",5414,43.8,7.5
"AgriCh_0169","abri de Pendimoun","Rock shelter",5412,43.8,7.5
"AgriCh_0170","abri de Pendimoun","Rock shelter",5410,43.8,7.5
"AgriCh_0171","abri de Pendimoun","Rock shelter",5380,43.8,7.5
"AgriCh_0172","abri de Pendimoun","Rock shelter",5307,43.8,7.5
"AgriCh_0173","abri de Pendimoun","Rock shelter",5297,43.8,7.5
"AgriCh_0174","abri de Pendimoun","Rock shelter",5194,43.8,7.5
"AgriCh_0175","abri de Pendimoun","Rock shelter",5118,43.8,7.5
"AgriCh_0176","abri de Pendimoun","Rock shelter",5697,43.8,7.5
"AgriCh_0177","abri de Pendimoun","Rock shelter",5266,43.8,7.5
"AgriCh_0178","abri de Pendimoun","Rock shelter",5091,43.8,7.5
"AgriCh_0179","abri de Pendimoun","Rock shelter",5409,43.8,7.5
"AgriCh_0180","abri de Pendimoun","Rock shelter",5408,43.8,7.5
"AgriCh_0181","abri de Pendimoun","Rock shelter",5350,43.8,7.5
"AgriCh_0182","abri de Pendimoun","Rock shelter",4959,43.8,7.5
"AgriCh_0183","abri de Pendimoun","Rock shelter",2207,43.8,7.5
"AgriCh_0184","abri de Pendimoun","Rock shelter",5517,43.8,7.5
"AgriCh_0185","abri de Pendimoun","Rock shelter",5074,43.8,7.5
"AgriCh_0186","abri de Pendimoun","Rock shelter",5246,43.8,7.5
"AgriCh_0187","abri de Pendimoun","Rock shelter",5110,43.8,7.5
"AgriCh_0188","abri de Pendimoun","Rock shelter",5106,43.8,7.5
"AgriCh_0189","abri de Rochedane","Rock shelter",8462,47.3853,6.7708
"AgriCh_0190","abri de Rochedane","Rock shelter",10690,47.3853,6.7708
"AgriCh_0191","abri des Correardes","Rock shelter",5417,44.6664,5.7064
"AgriCh_0192","abri des Correardes","Rock shelter",5190,44.6664,5.7064
"AgriCh_0193","abri des Gripons","Rock shelter",3815,47.366667,7.15
"AgriCh_0194","abri du Mannlefelsen ","Rock shelter",6820,46.618688,7.892333
"AgriCh_0195","abri du Mannlefelsen ","Rock shelter",6733,46.618688,7.892333
"AgriCh_0196","abri du Mannlefelsen ","Rock shelter",3955,46.618688,7.892333
"AgriCh_0197","abri du Pas de la Charmatte","Rock shelter",4489,45.05,5.46
"AgriCh_0198","abri du Pas de la Charmatte","Rock shelter",4543,45.05,5.46
"AgriCh_0199","abri du Roc de Dourgne","Rock shelter",5440,42.7667,2.08333
"AgriCh_0200","abri du Roc de Dourgne","Rock shelter",5418,42.7667,2.08333
"AgriCh_0201","abri du Roc de Dourgne","Rock shelter",5280,42.7667,2.08333
"AgriCh_0202","abri du Roc de Dourgne","Rock shelter",3810,42.7667,2.08333
"AgriCh_0203","abri du Roc de Dourgne","Rock shelter",2856,42.7667,2.08333
"AgriCh_0204","abri du Roc de Dourgne","Rock shelter",2729,42.7667,2.08333
"AgriCh_0205","abri du Roc de Dourgne","Rock shelter",4401,42.7667,2.08333
"AgriCh_0206","abri du Roc de Dourgne","Rock shelter",3884,42.7667,2.08333
"AgriCh_0207","abri du Roc de Dourgne","Rock shelter",3843,42.7667,2.08333
"AgriCh_0208","abri du Roc de Dourgne","Rock shelter",5425,42.7667,2.08333
"AgriCh_0209","abri du Roc de Dourgne","Rock shelter",5106,42.7667,2.08333
"AgriCh_0210","abri du Roc de Dourgne","Rock shelter",9655,42.7667,2.08333
"AgriCh_0211","abri du Roc de Dourgne","Rock shelter",3640,42.7667,2.08333
"AgriCh_0212","abri du Roseau","Rock shelter",6966,46.1022,5.3292
"AgriCh_0213","abri du Roseau","Rock shelter",6451,46.1022,5.3292
"AgriCh_0214","abri Freymond","Rock shelter",4843,46.650514,6.364564
"AgriCh_0215","abri Freymond","Rock shelter",4889,46.650514,6.364564
"AgriCh_0216","abri Freymond","Rock shelter",4586,46.650514,6.364564
"AgriCh_0217","abri Freymond","Rock shelter",4314,46.650514,6.364564
"AgriCh_0218","abri Freymond","Rock shelter",4343,46.650514,6.364564
"AgriCh_0219","abri Jean-Cros","Rock shelter",3323,43.07583,2.47389
"AgriCh_0220","abri Jean-Cros","Rock shelter",3147,43.07583,2.47389
"AgriCh_0221","abri Jean-Cros","Rock shelter",5452,43.07583,2.47389
"AgriCh_0222","abri Jean-Cros","Rock shelter",5534,43.07583,2.47389
"AgriCh_0223","abri Jean-Cros","Rock shelter",6036,43.07583,2.47389
"AgriCh_0224","abri Jean-Cros","Rock shelter",310,43.07583,2.47389
"AgriCh_0225","abri la Barthalasse","Rock shelter",4538,44.4156,5.2681
"AgriCh_0226","abri Pres Mourey","Rock shelter",4171,47.0667,6.66667
"AgriCh_0227","abri Pres Mourey","Rock shelter",3834,47.0667,6.66667
"AgriCh_0228","abri Saint-Mitre","Rock shelter",4912,43.88,5.66
"AgriCh_0229","abri Saint-Mitre","Rock shelter",3971,43.88,5.66
"AgriCh_0230","abri Saint-Mitre","Rock shelter",3024,43.88,5.66
"AgriCh_0231","abri Unterkobel","Rock shelter",4693,47.316667,9.566667
"AgriCh_0232","abri Unterkobel","Rock shelter",4655,47.316667,9.566667
"AgriCh_0233","abri Unterkobel","Rock shelter",4654,47.316667,9.566667
"AgriCh_0234","abric de l Estany de la Coveta","Rock shelter",3202,42.578611,1.088056
"AgriCh_0235","abric del Portarro","Rock shelter",2853,42.578611,1.088056
"AgriCh_0236","abris de Bavans","Rock shelter",6545,47.4833,6.73333
"AgriCh_0237","abris de Bavans","Rock shelter",5599,47.4833,6.73333
"AgriCh_0238","abris de Bavans","Rock shelter",4150,47.4833,6.73333
"AgriCh_0239","abris de Bavans","Rock shelter",3291,47.4833,6.73333
"AgriCh_0240","abris de Bavans","Rock shelter",2963,47.4833,6.73333
"AgriCh_0241","abris de Bavans","Rock shelter",5997,47.4833,6.73333
"AgriCh_0242","abris de Bavans","Rock shelter",5452,47.4833,6.73333
"AgriCh_0243","abris de Bavans","Rock shelter",5371,47.4833,6.73333
"AgriCh_0244","abris de l Aulp-du-Seuil ","Rock shelter",4339,45.33,5.90388889
"AgriCh_0245","abris de l Aulp-du-Seuil ","Rock shelter",4447,45.33,5.90388889
"AgriCh_0246","abris de l Aulp-du-Seuil ","Rock shelter",4535,45.33,5.90388889
"AgriCh_0247","abris de l Aulp-du-Seuil ","Rock shelter",7793,45.33,5.90388889
"AgriCh_0248","Acquanegra sul Mosio","Open air",3889,45.15639,10.79111
"AgriCh_0249","Acquaviva","Rock shelter",3100,45.933333,11.116667
"AgriCh_0250","Aeroport de Reus","Open air",3866,41.15647,1.10916
"AgriCh_0251","Aeroport de Reus","Open air",3784,41.15647,1.10916
"AgriCh_0252","Aigle","Cave",5138,44.2333,4.33333
"AgriCh_0253","Aigle","Cave",5114,44.2333,4.33333
"AgriCh_0254","Aigle","Cave",5085,44.2333,4.33333
"AgriCh_0255","Aigle","Cave",5070,44.2333,4.33333
"AgriCh_0256","Aigle","Cave",4971,44.2333,4.33333
"AgriCh_0257","Aigle","Cave",4977,44.2333,4.33333
"AgriCh_0258","Aigle","Cave",4827,44.2333,4.33333
"AgriCh_0259","Alba","Open air",3894,44.691542,8.025636
"AgriCh_0260","Alba","Open air",3548,44.691542,8.025636
"AgriCh_0261","Albino","Open air",3255,45.760556,9.796944
"AgriCh_0262","Albino","Open air",3086,45.760556,9.796944
"AgriCh_0263","Alp Hermettji","Rock shelter",3049,46.01667,7.73333
"AgriCh_0264","Alp Hermettji","Rock shelter",3036,46.01667,7.73333
"AgriCh_0265","Alp Hermettji","Rock shelter",3499,46.01667,7.73333
"AgriCh_0266","Alp Hermettji","Rock shelter",3192,46.01667,7.73333
"AgriCh_0267","Alp Hermettji","Rock shelter",3112,46.01667,7.73333
"AgriCh_0268","Alp Hermettji","Rock shelter",3925,46.01667,7.73333
"AgriCh_0269","Alp Hermettji","Rock shelter",3879,46.01667,7.73333
"AgriCh_0270","Alp Hermettji","Rock shelter",4887,46.016667,7.75
"AgriCh_0271","Alp Hermettji","Rock shelter",4589,46.016667,7.75
"AgriCh_0272","Alp Hermettji","Rock shelter",4303,46.016667,7.75
"AgriCh_0273","Alp Hermettji","Rock shelter",2750,46.01667,7.73333
"AgriCh_0274","Altersheim","Open air",3881,46.3254,7.9891
"AgriCh_0275","Antonnaire","Cave",4423,44.6833,5.38333
"AgriCh_0276","Antonnaire","Cave",4423,44.6833,5.38333
"AgriCh_0277","Antonnaire","Cave",3684,44.6833,5.38333
"AgriCh_0278","Aoste","Open air",2737,45.734193,7.311209
"AgriCh_0279","Arbon-Bleiche 3","Open air",3499,47.516667,9.433333
"AgriCh_0280","Arbon-Bleiche 3","Open air",3348,47.516667,9.433333
"AgriCh_0281","Arbon-Bleiche 3","Open air",3406,47.516667,9.433333
"AgriCh_0282","Arene Candide","Cave",5348,44.171389,8.344444
"AgriCh_0283","Arene Candide","Cave",5710,44.171389,8.344444
"AgriCh_0284","Arene Candide","Cave",5615,44.171389,8.344444
"AgriCh_0285","Arene Candide","Cave",5756,44.171389,8.344444
"AgriCh_0286","Arene Candide","Cave",5744,44.171389,8.344444
"AgriCh_0287","Arene Candide","Cave",4211,44.16907,8.34354
"AgriCh_0288","Arene Candide","Cave",4461,44.16907,8.34354
"AgriCh_0289","Arene Candide","Cave",5325,44.171389,8.344444
"AgriCh_0290","Arene Candide","Cave",5093,44.171389,8.344444
"AgriCh_0291","Arene Candide","Cave",5773,44.171389,8.344444
"AgriCh_0292","Arene Candide","Cave",5716,44.171389,8.344444
"AgriCh_0293","Arene Candide","Cave",5751,44.171389,8.344444
"AgriCh_0294","Arene Candide","Cave",5661,44.171389,8.344444
"AgriCh_0295","Arene Candide","Cave",5747,44.171389,8.344444
"AgriCh_0296","Arene Candide","Cave",5661,44.171389,8.344444
"AgriCh_0297","Arene Candide","Cave",5242,44.171389,8.344444
"AgriCh_0298","Arene Candide","Cave",5557,44.171389,8.344444
"AgriCh_0299","Arene Candide","Cave",5190,44.171389,8.344444
"AgriCh_0300","Arene Candide","Cave",5411,44.171389,8.344444
"AgriCh_0301","Arene Candide","Cave",5677,44.16907,8.34354
"AgriCh_0302","Arene Candide","Cave",5165,44.171389,8.344444
"AgriCh_0303","Arene Candide","Cave",4888,44.16907,8.34354
"AgriCh_0304","Arene Candide","Cave",5066,44.171389,8.344444
"AgriCh_0305","Arene Candide","Cave",3820,44.16907,8.34354
"AgriCh_0306","Arene Candide","Cave",4117,44.16907,8.34354
"AgriCh_0307","Arene Candide","Cave",4436,44.16907,8.34354
"AgriCh_0308","Arene Candide","Cave",4078,44.16907,8.34354
"AgriCh_0309","Arene Candide","Cave",5165,44.16907,8.34354
"AgriCh_0310","Arene Candide","Cave",4910,44.171389,8.344444
"AgriCh_0311","Arene Candide","Cave",4661,44.16907,8.34354
"AgriCh_0312","Arene Candide","Cave",4731,44.16907,8.34354
"AgriCh_0313","Arene Candide","Cave",5363,44.16907,8.34354
"AgriCh_0314","Arene Candide","Cave",3950,44.16907,8.34354
"AgriCh_0315","Arene Candide","Cave",3816,44.16907,8.34354
"AgriCh_0316","Arene Candide","Cave",4257,44.16907,8.34354
"AgriCh_0317","Arene Candide","Cave",5419,44.171389,8.344444
"AgriCh_0318","Arene Candide","Cave",4171,44.16907,8.34354
"AgriCh_0319","Arene Candide","Cave",5272,44.16907,8.34354
"AgriCh_0320","Arene Candide","Cave",5625,44.171389,8.344444
"AgriCh_0321","Arene Candide","Cave",4786,44.16907,8.34354
"AgriCh_0322","Arene Candide","Cave",4589,44.16907,8.34354
"AgriCh_0323","Arene Candide","Cave",4563,44.16907,8.34354
"AgriCh_0324","Arene Candide","Cave",4551,44.16907,8.34354
"AgriCh_0325","Arene Candide","Cave",4789,44.16907,8.34354
"AgriCh_0326","Arene Candide","Cave",5179,44.16907,8.34354
"AgriCh_0327","Arene Candide","Cave",4922,44.16907,8.34354
"AgriCh_0328","Arene Candide","Cave",4132,44.16907,8.34354
"AgriCh_0329","Arene Candide","Cave",4528,44.16907,8.34354
"AgriCh_0330","Arene Candide","Cave",4692,44.16907,8.34354
"AgriCh_0331","Arene Candide","Cave",4505,44.16907,8.34354
"AgriCh_0332","Arene Candide","Cave",4711,44.16907,8.34354
"AgriCh_0333","Arene Candide","Cave",4722,44.16907,8.34354
"AgriCh_0334","Arene Candide","Cave",4869,44.16907,8.34354
"AgriCh_0335","Arene Candide","Cave",4155,44.16907,8.34354
"AgriCh_0336","Arene Candide","Cave",4827,44.16907,8.34354
"AgriCh_0337","Arene Candide","Cave",4551,44.16907,8.34354
"AgriCh_0338","Arene Candide","Cave",4830,44.16907,8.34354
"AgriCh_0339","Arene Candide","Cave",5018,44.16907,8.34354
"AgriCh_0340","Arene Candide","Cave",5192,44.16907,8.34354
"AgriCh_0341","Arene Candide","Cave",4994,44.16907,8.34354
"AgriCh_0342","Arene Candide","Cave",5774,44.171389,8.344444
"AgriCh_0343","Arene Candide","Cave",5809,44.16907,8.34354
"AgriCh_0344","Arene Candide","Cave",5470,44.16907,8.34354
"AgriCh_0345","Arene Candide","Cave",4297,44.16907,8.34354
"AgriCh_0346","Arene Candide","Cave",4166,44.16907,8.34354
"AgriCh_0347","Arene Candide","Cave",4307,44.16907,8.34354
"AgriCh_0348","Arene Candide","Cave",3859,44.16907,8.34354
"AgriCh_0349","Arene Candide","Cave",4757,44.16907,8.34354
"AgriCh_0350","Arene Candide","Cave",4631,44.16907,8.34354
"AgriCh_0351","Arene Candide","Cave",5143,44.16907,8.34354
"AgriCh_0352","Arene Candide","Cave",4719,44.16907,8.34354
"AgriCh_0353","Arene Candide","Cave",5863,44.171389,8.344444
"AgriCh_0354","Arene Candide","Cave",4776,44.16907,8.34354
"AgriCh_0355","Arene Candide","Cave",4630,44.16907,8.34354
"AgriCh_0356","Arene Candide","Cave",4748,44.16907,8.34354
"AgriCh_0357","Arene Candide","Cave",4223,44.16907,8.34354
"AgriCh_0358","Arene Candide","Cave",5018,44.16907,8.34354
"AgriCh_0359","Arene Candide","Cave",4894,44.16907,8.34354
