"ID","Site","TypeSite","meanBC","Y_muni","X_muni"
"AgriCh_0777","Can Tintorer","Mine",4353,41.30712,2.00388
"AgriCh_0778","Can Tintorer","Mine",4174,41.30712,2.00388
"AgriCh_0779","Can Tintorer","Mine",3705,41.30712,2.00388
"AgriCh_0780","Can Tintorer","Mine",3961,41.30712,2.00388
"AgriCh_0781","Can Tintorer","Mine",3776,41.30712,2.00388
"AgriCh_0782","Can Tintorer","Mine",3457,41.30712,2.00388
"AgriCh_0783","Can Tintorer","Mine",2964,41.30712,2.00388
"AgriCh_0784","Can Tintorer","Mine",3070,41.30712,2.00388
"AgriCh_0785","Can Tintorer","Mine",4010,41.30712,2.00388
"AgriCh_0786","Can Tintorer","Mine",3861,41.30712,2.00388
"AgriCh_0787","Can Tintorer","Mine",3964,41.30712,2.00388
"AgriCh_0788","Can Tintorer","Mine",3873,41.30712,2.00388
"AgriCh_0789","Can Tintorer","Mine",3887,41.30712,2.00388
"AgriCh_0790","Can Tintorer","Mine",3875,41.30712,2.00388
"AgriCh_0791","Can Tintorer","Mine",3871,41.30712,2.00388
"AgriCh_0792","Can Tintorer","Mine",3837,41.30712,2.00388
"AgriCh_0793","Can Tintorer","Mine",3797,41.30712,2.00388
"AgriCh_0794","Can Tintorer","Mine",3728,41.30712,2.00388
"AgriCh_0795","Can Tintorer","Mine",3733,41.30712,2.00388
"AgriCh_0796","Can Tintorer","Mine",3572,41.30712,2.00388
"AgriCh_0797","Can Tintorer","Mine",3489,41.30712,2.00388
"AgriCh_0798","Can Tintorer","Mine",3808,41.30712,2.00388
"AgriCh_0799","Can Tintorer","Mine",3799.5,41.30712,2.00388
"AgriCh_0800","Can Xammar","Open air",5241,41.54192,2.44528
"AgriCh_0801","Can Xammar","Open air",5103,41.54192,2.44528
"AgriCh_0802","Cantone di Magreta","Open air",4606,44.59804,10.79543
"AgriCh_0803","Cantone di Magreta","Open air",4575,44.59804,10.79543
"AgriCh_0804","Carrer de la Reina Amalia 31-33","Open air",4566,41.385063,2.173404
"AgriCh_0805","Carrer de la Reina Amalia 31-33","Open air",4754,41.385063,2.173404
"AgriCh_0806","Carrer de la Reina Amalia 31-33","Open air",4601,41.385063,2.173404
"AgriCh_0807","Carrer de la Reina Amalia 31-33","Open air",4590,41.385063,2.173404
"AgriCh_0808","Carrer de la Reina Amalia 31-33","Open air",4442,41.385063,2.173404
"AgriCh_0809","Carrer de la Reina Amalia 31-33","Open air",4577,41.40196,2.17146
"AgriCh_0810","Carrer de la Reina Amalia 31-33","Open air",4577,41.40196,2.17146
"AgriCh_0811","Carrer de la Reina Amalia 31-33","Open air",4563,41.40196,2.17146
"AgriCh_0812","Carrer de la Reina Amalia 31-33","Open air",4533,41.40196,2.17146
"AgriCh_0813","Carrer de la Riereta 37-37bis","Open air",1854,41.40196,2.17146
"AgriCh_0814","Carrer de la Riereta 37-37bis","Open air",3134,41.40196,2.17146
"AgriCh_0815","Carrer de la Riereta 37-37bis","Open air",3207,41.40196,2.17146
"AgriCh_0816","Carriere Brunet","Open air",3475,45.9631,5.3541
"AgriCh_0817","Carrieres MTA ","Open air",4059,46.25,7.416667
"AgriCh_0818","Carrieres MTA ","Open air",3944,46.25,7.416667
"AgriCh_0819","Carrieres MTA ","Open air",3917,46.25,7.416667
"AgriCh_0820","Carrieres MTA ","Open air",3807,46.25,7.416667
"AgriCh_0821","Carrieres MTA ","Open air",3622,46.25,7.416667
"AgriCh_0822","Carrieres MTA ","Open air",3930,46.25,7.416667
"AgriCh_0823","Carrieres MTA ","Open air",4156,46.25,7.416667
"AgriCh_0824","Carsac Mayrevieille","Open air",2549,43.2167,2.35
"AgriCh_0825","Casalecchio di Reno","Open air",5280,44.5075,11.351389
"AgriCh_0826","Casalecchio di Reno","Open air",5133,44.5075,11.351389
"AgriCh_0827","Cascina Cascineta","Open air",5313,44.916667,8.983333
"AgriCh_0828","Case Gazza","Open air",5055,44.866667,9.55
"AgriCh_0829","Case Gazza","Open air",4727,44.866667,9.55
"AgriCh_0830","Caserna de Sant Pau del Camp","Open air",3977,41.385063,2.173404
"AgriCh_0831","Caserna de Sant Pau del Camp","Open air",4270,41.40196,2.17146
"AgriCh_0832","Caserna de Sant Pau del Camp","Open air",5539,41.40196,2.17146
"AgriCh_0833","Caserna de Sant Pau del Camp","Open air",5456,41.40196,2.17146
"AgriCh_0834","Caserna de Sant Pau del Camp","Open air",5256,41.40196,2.17146
"AgriCh_0835","Caserna de Sant Pau del Camp","Open air",5213,41.40196,2.17146
"AgriCh_0836","Caserna de Sant Pau del Camp","Open air",5138,41.40196,2.17146
"AgriCh_0837","Cassa di Risparmio","Open air",5515,44.866667,9.55
"AgriCh_0838","Cassa di Risparmio","Open air",5261,44.866667,9.55
"AgriCh_0839","Cassa di Risparmio","Open air",4438,44.866667,9.55
"AgriCh_0840","Castaneda","Open air",2555,46.3,9.116667
"AgriCh_0841","Castel Grande","Open air",5241,46.2,9.016667
"AgriCh_0842","Castel Grande","Open air",3944,46.193291,9.01802
"AgriCh_0843","Castel Grande","Open air",3751,46.193291,9.01802
"AgriCh_0844","Castel Grande","Open air",4273,46.193291,9.01802
"AgriCh_0845","Castel Grande","Open air",4228,46.193291,9.01802
"AgriCh_0846","Cathedrale","Open air",4682,46.53333,6.63333
"AgriCh_0847","Cathedrale","Open air",4456,46.53333,6.63333
"AgriCh_0848","Cathedrale","Open air",4370,46.53333,6.63333
"AgriCh_0849","Cathedrale Place Nord","Open air",5687,46.233333,7.366667
"AgriCh_0850","cau de la Guineu","Cave",2595,41.79861,1.73372
"AgriCh_0851","cau den Calvet","Cave",2686,42.04382,3.12868
"AgriCh_0852","Caucade","Open air",6454,43.7,7.25
"AgriCh_0853","Caucade","Open air",5586,43.7,7.25
"AgriCh_0854","Caucade","Open air",5716,43.7,7.25
"AgriCh_0855","Caucade","Open air",4486,43.7,7.25
"AgriCh_0856","Caucade","Open air",4029,43.7,7.25
"AgriCh_0857","Caucade","Open air",4008,43.7,7.25
"AgriCh_0858","cauna de Belesta","Cave",4501,42.9044,1.935
"AgriCh_0859","cauna de Belesta","Cave",3981,42.9044,1.935
"AgriCh_0860","cauna de Belesta","Cave",4567,42.9044,1.935
"AgriCh_0861","cauna de Belesta","Cave",4444,42.9044,1.935
"AgriCh_0862","cauna de Belesta","Cave",2379,42.9044,1.935
"AgriCh_0863","cauna de Belesta","Cave",2085,42.9044,1.935
"AgriCh_0864","cauna de Belesta","Cave",9800,42.9044,1.935
"AgriCh_0865","cauna de Belesta","Cave",3210,42.9044,1.935
"AgriCh_0866","cauna de Belesta","Cave",3084,42.9044,1.935
"AgriCh_0867","Cazan","Open air",3551,43.68583,5.17139
"AgriCh_0868","Cazan","Open air",3882,43.68583,5.17139
"AgriCh_0869","Cazan","Open air",4088,43.68583,5.17139
"AgriCh_0870","Cazan","Open air",4064,43.68583,5.17139
"AgriCh_0871","Cazan","Open air",3878,43.68583,5.17139
"AgriCh_0872","Cazan","Open air",3867,43.68583,5.17139
"AgriCh_0873","Cazan","Open air",3856,43.68583,5.17139
"AgriCh_0874","Cazan","Open air",3808,43.68583,5.17139
"AgriCh_0875","Cazan","Open air",3572,43.68583,5.17139
"AgriCh_0876","Cecima","Open air",4823,44.85,9.083333
"AgriCh_0877","Cecima","Open air",5206,44.85,9.083333
"AgriCh_0878","Centre Ville","Open air",5422,43.1667,6.53333
"AgriCh_0879","Centre Ville","Open air",5399,43.1667,6.53333
"AgriCh_0880","Centre Ville","Open air",5308,43.1667,6.53333
"AgriCh_0881","Ceron","Open air",4894,43.9833,5.15
"AgriCh_0882","Ceuro","Open air",3781,42.02397,1.41673
"AgriCh_0883","Ceuro","Open air",3742,42.02397,1.41673
"AgriCh_0884","Ceuro","Open air",3736,42.02397,1.41673
"AgriCh_0885","Ceuro","Open air",3695,42.02397,1.41673
"AgriCh_0886","Ceuro ","Open air",3757,42.02397,1.41673
"AgriCh_0887","Ceyssiat","Cave",3502,46.2167,5.55
"AgriCh_0888","Chalain","Pile-dwelling",4741,46.66806,5.82222
"AgriCh_0889","Chalain","Pile-dwelling",3361,46.66806,5.82222
"AgriCh_0890","Chalain","Pile-dwelling",3098,46.66806,5.82222
"AgriCh_0891","Chalain","Pile-dwelling",3098,46.66806,5.82222
"AgriCh_0892","Chalain","Pile-dwelling",2915,46.66806,5.82222
"AgriCh_0893","Chalain","Pile-dwelling",2915,46.66806,5.82222
"AgriCh_0894","Chalain","Pile-dwelling",2861,46.66806,5.82222
"AgriCh_0895","Chalain","Pile-dwelling",2818,46.66806,5.82222
"AgriCh_0896","Chalain","Pile-dwelling",2822,46.66806,5.82222
"AgriCh_0897","Chalain","Pile-dwelling",2747,46.66806,5.82222
"AgriCh_0898","Chalain","Pile-dwelling",2757,46.66806,5.82222
"AgriCh_0899","Chalain","Pile-dwelling",2654,46.66806,5.82222
"AgriCh_0900","Chalain","Pile-dwelling",4685,46.66806,5.82222
"AgriCh_0901","Chalain","Pile-dwelling",3314,46.66806,5.82222
"AgriCh_0902","Chalain","Pile-dwelling",3197,46.66806,5.82222
"AgriCh_0903","Chalain","Pile-dwelling",2996,46.66806,5.82222
"AgriCh_0904","Chalain 3","Pile-dwelling",5454,46.66806,5.82222
"AgriCh_0905","Chalain 3","Pile-dwelling",5366,46.66806,5.82222
"AgriCh_0906","Chamblandes","Open air",4315,46.516667,6.66666
"AgriCh_0907","Chamblandes","Open air",4245,46.516667,6.66666
"AgriCh_0908","Chamblandes","Open air",4133,46.516667,6.66666
"AgriCh_0909","Chamblandes","Open air",4116,46.516667,6.66666
"AgriCh_0910","Chamblandes","Open air",3843,46.516667,6.66666
"AgriCh_0911","Chamboud","Open air",2048,45.8167,5.4
"AgriCh_0912","Chamboud","Open air",4137,45.8167,5.4
"AgriCh_0913","Chamboud","Open air",605,45.8167,5.4
"AgriCh_0914","Chamboud","Open air",303,45.8167,5.4
"AgriCh_0915","Chamboud","Open air",1456,45.8167,5.4
"AgriCh_0916","Chamontin","Open air",3414,44.44917,4.30667
"AgriCh_0917","Champs Devant","Open air",4444,46.883333,6.75
"AgriCh_0918","Champs Devant","Open air",4306,46.868548,6.766188
"AgriCh_0919","Champ-Vully","Open air",2918,46.766667,6.533333
"AgriCh_0920","Champ-Vully","Open air",3194,46.766667,6.533333
"AgriCh_0921","Champ-Vully","Open air",2384,46.766667,6.533333
"AgriCh_0922","Champ-Vully","Open air",2245,46.766667,6.533333
"AgriCh_0923","Champ-Vully","Open air",2173,46.766667,6.533333
"AgriCh_0924","Champ-Vully","Open air",2102,46.766667,6.533333
"AgriCh_0925","Champ-Vully","Open air",1846,46.766667,6.533333
"AgriCh_0926","Champ-Vully","Open air",1595,46.766667,6.533333
"AgriCh_0927","Charavines","Pile-dwelling",1242,45.4317,5.5142
"AgriCh_0928","Chateau Blanc","Dolmen",4568,43.5333,5.3
"AgriCh_0929","Chateau Blanc","Dolmen",2870,43.5333,5.3
"AgriCh_0930","Chateau Blanc","Dolmen",1583,43.5333,5.3
"AgriCh_0931","Chateau Blanc","Dolmen",881,43.5333,5.3
"AgriCh_0932","Chateau Blanc","Dolmen",3393,43.5333,5.3
"AgriCh_0933","Chateau Blanc","Dolmen",3188,43.5333,5.3
"AgriCh_0934","Chateau Blanc","Dolmen",3123,43.5333,5.3
"AgriCh_0935","Chateau Blanc","Dolmen",3085,43.5333,5.3
"AgriCh_0936","Chateau Blanc","Dolmen",3056,43.5333,5.3
"AgriCh_0937","Chateau Blanc","Dolmen",2780,43.5333,5.3
"AgriCh_0938","Chateau Blanc","Dolmen",2729,43.5333,5.3
"AgriCh_0939","Chateau de la Soie","Open air",4285,46.25,7.333333
"AgriCh_0940","Chateau de la Soie","Open air",3158,46.25,7.333333
"AgriCh_0941","Chateau de la Soie","Open air",3240,46.25,7.333333
"AgriCh_0942","Chateau de la Soie","Open air",3210,46.25,7.333333
"AgriCh_0943","Chateau de la Soie","Open air",3446,46.25,7.333333
"AgriCh_0944","Chateau de la Soie","Open air",3200,46.25,7.333333
"AgriCh_0945","Chateau de lArc","Open air",3758,43.4528,5.5619
"AgriCh_0946","Chaterauneuf","Rock shelter",6413,43.3833,5.16667
"AgriCh_0947","Chaterauneuf","Rock shelter",5706,43.3833,5.16667
"AgriCh_0948","Chaterauneuf","Rock shelter",5629,43.3833,5.16667
"AgriCh_0949","Chaterauneuf","Rock shelter",4979,43.3833,5.16667
"AgriCh_0950","Chaterauneuf","Rock shelter",5374,43.3833,5.16667
"AgriCh_0951","Chaterauneuf","Rock shelter",4822,43.3833,5.16667
"AgriCh_0952","Chaterauneuf","Rock shelter",5690,43.3833,5.16667
"AgriCh_0953","Chaterauneuf","Rock shelter",3578,43.3833,5.16667
"AgriCh_0954","Chavannes-le-Chene","Open air",3963,46.783333,6.783333
"AgriCh_0955","Chavannes-le-Chene","Open air",3925,46.783333,6.783333
"AgriCh_0956","Chazelle","Cave",4515,44.3167,4.21667
"AgriCh_0957","Chemin dAix","Open air",1777,43.45,5.86667
"AgriCh_0958","Chemin dAix","Open air",2589,43.45,5.86667
"AgriCh_0959","Chemin dAix","Open air",3997,43.4532,5.8614
"AgriCh_0960","Chemin des Collines","Open air",4458,46.233333,7.366667
"AgriCh_0961","Chemin des Collines","Open air",4941,46.233333,7.366667
"AgriCh_0962","Chemin des Collines","Open air",4360,46.233333,7.366667
"AgriCh_0963","Chemin des Collines","Open air",4278,46.233333,7.366667
"AgriCh_0964","Chemin des Collines","Open air",4191,46.233333,7.366667
"AgriCh_0965","Chemin des Collines","Open air",4189,46.233333,7.366667
"AgriCh_0966","Chemin des Collines","Open air",4250,46.233333,7.366667
"AgriCh_0967","Chemin des Collines","Open air",4183,46.233333,7.366667
"AgriCh_0968","Chemin des Collines","Open air",4008,46.233333,7.366667
"AgriCh_0969","Chemin des Collines","Open air",5350,46.233333,7.366667
"AgriCh_0970","Chemin des Collines","Open air",4178,46.233333,7.366667
"AgriCh_0971","Chemin des Collines","Open air",6071,46.233333,7.366667
"AgriCh_0972","Chemin des Collines","Open air",4416,46.233333,7.366667
"AgriCh_0973","Chemin des Collines","Open air",6269,46.233333,7.366667
"AgriCh_0974","Chemin des Collines","Open air",5684,46.233333,7.366667
"AgriCh_0975","Chemin des Collines","Open air",5573,46.233333,7.366667
"AgriCh_0976","Chemin des Collines","Open air",5502,46.233333,7.366667
"AgriCh_0977","Chemin des Collines","Open air",5469,46.233333,7.366667
"AgriCh_0978","Chemin des Collines","Open air",5430,46.233333,7.366667
"AgriCh_0979","Chemin des Collines","Open air",4511,46.233333,7.366667
"AgriCh_0980","Chemin des Collines","Open air",4462,46.233333,7.366667
"AgriCh_0981","Chemin des Collines","Open air",4929,46.233333,7.366667
"AgriCh_0982","Chemin des Collines 16","Open air",4385,46.233333,7.366667
"AgriCh_0983","Chemin des Collines 16","Open air",3823,46.233333,7.366667
"AgriCh_0984","Chemin des Collines 16","Open air",4402,46.233333,7.366667
"AgriCh_0985","Chemin des Collines 16","Open air",4411,46.233333,7.366667
"AgriCh_0986","Chemin Feraud","Open air",3709,43.4532,5.8614
"AgriCh_0987","Chemin Feraud","Open air",3709,43.4532,5.8614
"AgriCh_0988","Chenet des Pierres","Open air",2968,45.45,6.65
"AgriCh_0989","Chenet des Pierres","Open air",3721,45.45,6.65
"AgriCh_0990","Chenet des Pierres","Open air",3716,45.45,6.65
"AgriCh_0991","Chenet des Pierres","Open air",1519,45.45,6.65
"AgriCh_0992","Chenet des Pierres","Open air",4176,45.45,6.65
"AgriCh_0993","Chenet des Pierres","Open air",3726,45.45,6.65
"AgriCh_0994","Chenet des Pierres","Open air",3725,45.45,6.65
"AgriCh_0995","Chenet des Pierres","Open air",3708,45.45,6.65
"AgriCh_0996","Chenet des Pierres","Open air",3691,45.45,6.65
"AgriCh_0997","Chenet des Pierres","Open air",1633,45.45,6.65
"AgriCh_0998","Chenet des Pierres","Open air",4452,45.45,6.65
"AgriCh_0999","Chenet des Pierres","Open air",4382,45.45,6.65
"AgriCh_1000","Chenet des Pierres","Open air",4470,45.45,6.65
"AgriCh_1001","Chenet des Pierres","Open air",4386,45.45,6.65
"AgriCh_1002","Chenet des Pierres","Open air",4271,45.45,6.65
"AgriCh_1003","Chenet des Pierres","Open air",4211,45.45,6.65
"AgriCh_1004","Chenet des Pierres","Open air",4152,45.45,6.65
"AgriCh_1005","Chenet des Pierres","Open air",3809,45.45,6.65
"AgriCh_1006","Chenet des Pierres","Open air",2525,45.45,6.65
"AgriCh_1007","Chincholle","Cave",3018,42.8667,2.43333
"AgriCh_1008","Chiozza di Scandiano","Open air",4912,44.59722,10.691667
"AgriCh_1009","Choisey","Open air",4768,47.0667,5.46667
"AgriCh_1010","Cinc Ponts","Open air",3213,41.34727,1.70133
"AgriCh_1011","Clairvaux","Pile-dwelling",3866,46.5667,5.75
"AgriCh_1012","Clairvaux","Pile-dwelling",3805,46.5667,5.75
"AgriCh_1013","Clairvaux","Pile-dwelling",3754,46.5667,5.75
"AgriCh_1014","Clairvaux","Pile-dwelling",3744,46.5667,5.75
"AgriCh_1015","Clairvaux","Pile-dwelling",3177,46.5667,5.75
"AgriCh_1016","Clairvaux","Pile-dwelling",3046,46.5667,5.75
"AgriCh_1017","Clairvaux","Pile-dwelling",2622,46.5667,5.75
"AgriCh_1018","Clairvaux","Pile-dwelling",3660,46.5667,5.75
"AgriCh_1019","Clairvaux","Pile-dwelling",3361,46.5667,5.75
"AgriCh_1020","Clairvaux","Pile-dwelling",4275,46.5667,5.75
"AgriCh_1021","Clairvaux","Pile-dwelling",4150,46.5667,5.75
"AgriCh_1022","Clairvaux","Pile-dwelling",3737,46.5667,5.75
"AgriCh_1023","Clairvaux","Pile-dwelling",442,46.5667,5.75
"AgriCh_1024","Clairvaux","Pile-dwelling",3173,46.5667,5.75
"AgriCh_1025","Clairvaux","Pile-dwelling",3249,46.5667,5.75
"AgriCh_1026","Clairvaux","Pile-dwelling",3500,46.5667,5.75
"AgriCh_1027","Clairvaux","Pile-dwelling",3591,46.5667,5.75
"AgriCh_1028","Clairvaux","Pile-dwelling",3584,46.5667,5.75
"AgriCh_1029","Clairvaux Station II","Pile-dwelling",4775,46.5667,5.75
"AgriCh_1030","Clairvaux Station VII","Pile-dwelling",3813,46.5667,5.75
"AgriCh_1031","Clairvaux Station VII","Pile-dwelling",3728,46.5667,5.75
"AgriCh_1032","Clairvaux Station VII","Pile-dwelling",3712,46.5667,5.75
"AgriCh_1033","Clairvaux Station VII","Pile-dwelling",3736,46.5667,5.75
"AgriCh_1034","Clairvaux Station VII","Pile-dwelling",3702,46.5667,5.75
"AgriCh_1035","Clairvaux Station VII","Pile-dwelling",3667,46.5667,5.75
"AgriCh_1036","Clairvaux Station VII","Pile-dwelling",3877,46.5667,5.75
"AgriCh_1037","Clairvaux Station VII","Pile-dwelling",3705,46.5667,5.75
"AgriCh_1038","Clairvaux Station VIII","Pile-dwelling",3491,46.5667,5.75
"AgriCh_1039","Clairvaux Station XIV","Pile-dwelling",4118,46.5667,5.75
"AgriCh_1040","Clairvaux Station XIV","Pile-dwelling",3702,46.5667,5.75
"AgriCh_1041","Clairvaux Station XIV","Pile-dwelling",3677,46.5667,5.75
"AgriCh_1042","Clairvaux Station XIV","Pile-dwelling",3599,46.5667,5.75
"AgriCh_1043","Claparouse","Open air",4201,43.9,5.11667
"AgriCh_1044","Clos Louis Barthez 2","Dolmen",1402,43.86,4.44389
"AgriCh_1045","Codella","Open air",4568,42.14508,2.46145
"AgriCh_1046","Coll Blanc","Open air",4901,41.15647,1.10916
"AgriCh_1047","Collet Puiggros","Open air",4326,41.55234,0.88993
"AgriCh_1048","Collet Puiggros","Open air",4176,41.55234,0.88993
"AgriCh_1049","Coma Francesa","Rock shelter",4033,42.75,2.81667
"AgriCh_1050","Coma Francesa","Rock shelter",3998,42.75,2.81667
"AgriCh_1051","Coma Francesa","Rock shelter",2697,42.75,2.81667
"AgriCh_1052","Combe Fages","Open air",3494,43.0667,2.1
"AgriCh_1053","Combe Fages","Open air",2992,43.0667,2.1
"AgriCh_1054","Combe Fages","Open air",2743,43.0667,2.1
"AgriCh_1055","Combe Fages","Open air",2745,43.0667,2.1
"AgriCh_1056","Combe Fages","Open air",2545,43.0667,2.1
"AgriCh_1057","Combe Fages","Open air",2519,43.0667,2.1
"AgriCh_1058","Combe Fages","Open air",2720,43.0667,2.1
"AgriCh_1059","Combe Obscure","Cave",5336,43.0667,2.1
"AgriCh_1060","Comboire","Cave",4187,45.1167,5.66667
"AgriCh_1061","Condamine VII","Open air",2711,43.62581603,4.306
"AgriCh_1062","Condamine VII","Open air",2716,43.62581603,4.306
"AgriCh_1063","Condamine VII","Open air",2557,43.62581603,4.306
"AgriCh_1064","Conjux","Pile-dwelling",2486,45.7833,5.81667
"AgriCh_1065","Conjux","Pile-dwelling",2486,45.7833,5.81667
"AgriCh_1066","Conjux","Pile-dwelling",2273,45.7833,5.81667
"AgriCh_1067","Conjux 3","Pile-dwelling",2543,45.7833,5.81667
"AgriCh_1068","Conjux 3","Pile-dwelling",2484,45.7833,5.81667
"AgriCh_1069","Cooperativa dei Lavoratori","Open air",4940,44.69154,8.025636
"AgriCh_1070","Cooperativa dei Lavoratori","Open air",4751,44.69154,8.025636
"AgriCh_1071","Cormoranche dur Saone","Open air",4125,46.2333,4.83333
"AgriCh_1072","Coro Trasito","Cave",5103,42.583333,0.2
"AgriCh_1073","Coro Trasito","Cave",4877,42.583333,0.2
"AgriCh_1074","Coro Trasito","Cave",4715,42.583333,0.2
"AgriCh_1075","Corral de Canudes","Open air",3865,42.05465,1.77096
"AgriCh_1076","Corso Europa","Open air",4923,46.570833,11.932778
"AgriCh_1077","Costa de Can Martorell","Cave",2399,41.59732,2.40824
"AgriCh_1078","Costa de Can Martorell","Cave",2348,41.59732,2.40824
"AgriCh_1079","Costa de Can Martorell","Cave",2261,41.59732,2.40824
"AgriCh_1080","Costa de Can Martorell","Cave",2237,41.59732,2.40824
"AgriCh_1081","Costa dels Garrics de Caballol","Open air",3753,41.95201,1.41984
"AgriCh_1082","Costa dels Garrics de Caballol","Open air",3635,41.95201,1.41984
"AgriCh_1083","Costa dels Garrics de Caballol","Open air",3502,41.95201,1.41984
"AgriCh_1084","Costa dels Garrics de Caballol","Open air",3493,41.95201,1.41984
"AgriCh_1085","Costa dels Garrics de Caballol","Open air",3227,41.95201,1.41984
"AgriCh_1086","Coste-Rouge","Open air",3523,42.5449,3.0235
"AgriCh_1087","cova 120","Cave",7637,42.23768,2.65095
"AgriCh_1088","cova 120","Cave",2812,42.23768,2.65095
"AgriCh_1089","cova Bonica","Cave",5631,41.38777,1.93213
"AgriCh_1090","cova Bonica","Cave",5396,41.38777,1.93213
"AgriCh_1091","cova Bonica","Cave",5396,41.38777,1.93213
"AgriCh_1092","cova Bonica","Cave",5373,41.38777,1.93213
"AgriCh_1093","cova Bonica","Cave",5320,41.38777,1.93213
"AgriCh_1094","cova Bonica","Cave",5112,41.38777,1.93213
"AgriCh_1095","cova Bonica","Cave",5305,41.38777,1.93213
"AgriCh_1096","cova Bonica","Cave",4869,41.38777,1.93213
"AgriCh_1097","cova Bonica","Cave",2803,41.38777,1.93213
"AgriCh_1098","cova Bonica","Cave",2790,41.38777,1.93213
"AgriCh_1099","cova Colomera","Cave",2002,42.08179,0.76458
"AgriCh_1100","cova Colomera","Cave",2042,42.08179,0.76458
"AgriCh_1101","cova Colomera","Cave",5126,42.08179,0.76458
"AgriCh_1102","cova Colomera","Cave",5120,42.08179,0.76458
"AgriCh_1103","cova Colomera","Cave",5103,42.08179,0.76458
"AgriCh_1104","cova Colomera","Cave",4912,42.08179,0.76458
"AgriCh_1105","cova Colomera","Cave",3214,42.08179,0.76458
"AgriCh_1106","cova Colomera","Cave",2811,42.08179,0.76458
"AgriCh_1107","cova de Can Sadurni","Cave",4129,41.33381,1.92247
"AgriCh_1108","cova de Can Sadurni","Cave",4392,41.33381,1.92247
"AgriCh_1109","cova de Can Sadurni","Cave",4304,41.33381,1.92247
"AgriCh_1110","cova de Can Sadurni","Cave",4170,41.33381,1.92247
"AgriCh_1111","cova de Can Sadurni","Cave",4639,41.33381,1.92247
"AgriCh_1112","cova de Can Sadurni","Cave",4406,41.33381,1.92247
"AgriCh_1113","cova de Can Sadurni","Cave",4074,41.33381,1.92247
"AgriCh_1114","cova de Can Sadurni","Cave",5345,41.33381,1.92247
"AgriCh_1115","cova de Can Sadurni","Cave",5385,41.33381,1.92247
"AgriCh_1116","cova de Can Sadurni","Cave",4499,41.33381,1.92247
"AgriCh_1117","cova de Can Sadurni","Cave",4509,41.33381,1.92247
"AgriCh_1118","cova de Can Sadurni","Cave",4643,41.33381,1.92247
"AgriCh_1119","cova de Can Sadurni","Cave",4166,41.33381,1.92247
"AgriCh_1120","cova de Can Sadurni","Cave",4401,41.33381,1.92247
"AgriCh_1121","cova de Can Sadurni","Cave",4401,41.33381,1.92247
"AgriCh_1122","cova de Can Sadurni","Cave",4179,41.33381,1.92247
"AgriCh_1123","cova de Can Sadurni","Cave",4179,41.33381,1.92247
"AgriCh_1124","cova de Can Sadurni","Cave",4590,41.33381,1.92247
"AgriCh_1125","cova de Can Sadurni","Cave",4524,41.33381,1.92247
"AgriCh_1126","cova de Can Sadurni","Cave",4639,41.33381,1.92247
"AgriCh_1127","cova de Can Sadurni","Cave",4424,41.33381,1.92247
"AgriCh_1128","cova de Can Sadurni","Cave",4687,41.33381,1.92247
"AgriCh_1129","cova de Can Sadurni","Cave",2166,41.33381,1.92247
"AgriCh_1130","cova de Can Sadurni","Cave",2797,41.33381,1.92247
"AgriCh_1131","cova de Can Sadurni","Cave",4677,41.33381,1.92247
"AgriCh_1132","cova de Can Sadurni","Cave",2739,41.33381,1.92247
"AgriCh_1133","cova de Can Sadurni","Cave",4296,41.33381,1.92247
"AgriCh_1134","cova de Can Sadurni","Cave",2698,41.33381,1.92247
"AgriCh_1135","cova de Can Sadurni","Cave",4173,41.33381,1.92247
"AgriCh_1136","cova de Can Sadurni","Cave",4298,41.33381,1.92247
"AgriCh_1137","cova de Can Sadurni","Cave",4971,41.33381,1.92247
"AgriCh_1138","cova de Can Sadurni","Cave",4867,41.33381,1.92247
"AgriCh_1139","cova de Can Sadurni","Cave",4577,41.33381,1.92247
"AgriCh_1140","cova de Can Sadurni","Cave",4590,41.33381,1.92247
"AgriCh_1141","cova de Can Sadurni","Cave",4557,41.33381,1.92247
"AgriCh_1142","cova de Can Sadurni","Cave",6900,41.33381,1.92247
"AgriCh_1143","cova de Can Sadurni","Cave",2650,41.33381,1.92247
"AgriCh_1144","cova de Can Sadurni","Cave",5403,41.33381,1.92247
"AgriCh_1145","cova de Can Sadurni","Cave",5374,41.33381,1.92247
"AgriCh_1146","cova de Can Sadurni","Cave",4122,41.33381,1.92247
"AgriCh_1147","cova de Can Sadurni","Cave",5354,41.33381,1.92247
"AgriCh_1148","cova de Can Sadurni","Cave",4333,41.33381,1.92247
"AgriCh_1149","cova de Can Sadurni","Cave",4403,41.33381,1.92247
"AgriCh_1150","cova de Can Sadurni","Cave",5383,41.33381,1.92247
"AgriCh_1151","cova de Can Sadurni","Cave",3108,41.33381,1.92247
"AgriCh_1152","cova de Can Sadurni","Cave",4205,41.33381,1.92247
"AgriCh_1153","cova de Can Sadurni","Cave",3869,41.33381,1.92247
"AgriCh_1154","cova de Can Sadurni","Cave",4100,41.33381,1.92247
"AgriCh_1155","cova de Can Sadurni","Cave",4407,41.33381,1.92247
"AgriCh_1156","cova de Can Sadurni","Cave",4447,41.33381,1.92247
"AgriCh_1157","cova de Can Sadurni","Cave",4460,41.33381,1.92247
"AgriCh_1158","cova de Can Sadurni","Cave",5419,41.33381,1.92247
